Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,1,-1,0.22935396063444774,0.8616,9.23061630218688,2.8495368487914425,0.012836921768644443,0.0035867864717527317,0.13311373081243644,0.053707353732933796,11.584967451525321,2.711306417354939,1.307981880124,0.17752182297126595,0.8854634200217951,0.20706093071539802,14.874385035501257,
distributed,0,1,1,0.2463616007002362,0.8463,1.0,0.0,0.01351916100287768,0.006186171507494012,0.13173699052174617,0.05230447068911884,nan,nan,nan,nan,nan,nan,14.961383607036261,
distributed,0,1,2,0.2334307682900163,0.8555,1.99,0.13931927999475532,0.012807546418253084,0.0052954484839632405,0.1226357785318523,0.049262222652581365,nan,nan,nan,nan,nan,nan,14.962257403179711,
distributed,0,1,3,0.23039266305755748,0.8602,2.9849624060150375,0.29481109247603554,0.01298476166197153,0.003931609810593983,0.12826117660774083,0.05015612734709661,nan,nan,nan,nan,nan,nan,14.992887926668146,
distributed,0,1,5,0.22837545533361947,0.862,4.979057591623037,0.6322475900481002,0.012396354125851555,0.0028518071746549676,0.1322126902522886,0.05963418422358659,nan,nan,nan,nan,nan,nan,15.049639829317082,
distributed,0,1,7,0.22788212679941308,0.8645,6.959641255605381,0.8204487154445159,0.012842822277535257,0.0029536912396347795,0.13886597042578142,0.0565977673000045,nan,nan,nan,nan,nan,nan,14.752000651307624,
distributed,0,1,10,0.2280333837597648,0.8629,9.96797153024911,1.6421904689366424,0.013504666040011043,0.0026125828132603185,0.13396249653727055,0.05339193508351093,nan,nan,nan,nan,nan,nan,15.21976357648612,
distributed,0,1,20,0.23005836172255661,0.8624,19.95140664961637,4.092767230737295,0.01261820878779874,0.0016518356660865346,0.125051180366896,0.051536762574943565,nan,nan,nan,nan,nan,nan,15.14009859130844,
distributed,0,1,30,0.23202584133513326,0.8619,29.931116389548695,7.233870947762953,0.013171652284470555,0.001520236220002157,0.13329323735972157,0.053946331847131206,nan,nan,nan,nan,nan,nan,15.233019894406539,
distributed,0,1,50,0.23428563304632782,0.8609,49.71338912133891,13.810344803181652,0.01341945128032577,0.0023460085296193598,0.12209950153713453,0.03632812035842392,nan,nan,nan,nan,nan,nan,15.01262449337957,
distributed,0,1,70,0.23893121821725608,0.8542,69.85947046843177,22.819605057932094,0.012772123908345468,0.0015167050342377534,0.14053713979019047,0.041691394009168034,nan,nan,nan,nan,nan,nan,15.24657060408587,
distributed,0,1,100,0.2429715980470037,0.8514,99.80239520958084,36.89512162874653,0.014207875108745998,0.002313559366405562,0.15851028350578172,0.044838152045273305,nan,nan,nan,nan,nan,nan,15.139436383773566,
distributed,0,2,-1,0.22298127343269866,0.8744,96.60285132382892,43.08108160012623,0.014636688489923637,0.0036837153840436577,0.1506136448504427,0.05458232852089074,1e-05,0.0,5.668499620325117e-17,2.2043476265656204e-17,0.0,0.0,15.083865025728043,
distributed,0,2,1,0.24743734642818738,0.8451,1.0,0.0,0.012936586432392152,0.006481922107270319,0.1358938332472969,0.05504721930985251,nan,nan,nan,nan,nan,nan,14.883041967968909,
